"","Entrez_ID","Gene_symbol","Gene_description","Chromosome","Map_location","Model_scientific_name","Model_common_name","Gene_function"
"129","4501","MT1X","metallothionein 1X","16","16q13","Homo sapiens","human","Predicted to enable copper ion binding activity and zinc ion binding activity. Involved in cellular response to cadmium ion; cellular response to erythropoietin; and cellular response to zinc ion. Located in cytoplasm and nucleus. [provided by Alliance of Genome Resources, Apr 2022]"
"130","79937","CNTNAP3","contactin associated protein family member 3","9","9p12","Homo sapiens","human","The protein encoded by this gene belongs to the NCP family of cell-recognition molecules. This family represents a distinct subgroup of the neurexins. NCP proteins mediate neuron-glial interactions in vertebrates and glial-glial contact in invertebrates. The protein encoded by this gene may play a role in cell recognition within the nervous system. Alternatively spliced transcript variants encoding different isoforms have been described but their biological nature has not been determined. [provided by RefSeq, Jul 2008]"
"131","8804","CREG1","cellular repressor of E1A stimulated genes 1","1","1q24.2","Homo sapiens","human","The adenovirus E1A protein both activates and represses gene expression to promote cellular proliferation and inhibit differentiation. The protein encoded by this gene antagonizes transcriptional activation and cellular transformation by E1A. This protein shares limited sequence similarity with E1A and binds both the general transcription factor TBP and the tumor suppressor pRb in vitro. This gene may contribute to the transcriptional control of cell growth and differentiation. [provided by RefSeq, Jul 2008]"
"132","64981","MRPL34","mitochondrial ribosomal protein L34","19","19p13.11","Homo sapiens","human","Mammalian mitochondrial ribosomal proteins are encoded by nuclear genes and help in protein synthesis within the mitochondrion. Mitochondrial ribosomes (mitoribosomes) consist of a small 28S subunit and a large 39S subunit. They have an estimated 75% protein to rRNA composition compared to prokaryotic ribosomes, where this ratio is reversed. Another difference between mammalian mitoribosomes and prokaryotic ribosomes is that the latter contain a 5S rRNA. Among different species, the proteins comprising the mitoribosome differ greatly in sequence, and sometimes in biochemical properties, which prevents easy recognition by sequence homology. This gene encodes a 39S subunit protein. [provided by RefSeq, Jul 2008]"
"133","23090","ZNF423","zinc finger protein 423","16","16q12.1","Homo sapiens","human","The protein encoded by this gene is a nuclear protein that belongs to the family of Kruppel-like C2H2 zinc finger proteins. It functions as a DNA-binding transcription factor by using distinct zinc fingers in different signaling pathways. Thus, it is thought that this gene may have multiple roles in signal transduction during development. Mutations in this gene are associated with nephronophthisis-14 and Joubert syndrome-19. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Oct 2012]"
"134","101928847","LOC101928847","uncharacterized LOC101928847","11","11q23.2","Homo sapiens","human",""
"135","202781","PAXIP1-DT","PAXIP1 divergent transcript","7","7q36.2","Homo sapiens","human",""
"136","5027","P2RX7","purinergic receptor P2X 7","12","12q24.31","Homo sapiens","human","The product of this gene belongs to the family of purinoceptors for ATP. This receptor functions as a ligand-gated ion channel and is responsible for ATP-dependent lysis of macrophages through the formation of membrane pores permeable to large molecules. Activation of this nuclear receptor by ATP in the cytoplasm may be a mechanism by which cellular activity can be coupled to changes in gene expression. Multiple alternatively spliced variants have been identified, most of which fit nonsense-mediated decay (NMD) criteria. [provided by RefSeq, Jul 2010]"
"137","100507557","EPM2A-DT","EPM2A divergent transcript","6","6q24.3","Homo sapiens","human",""
"138","374969","SVBP","small vasohibin binding protein","1","1p34.2","Homo sapiens","human","Enables microtubule binding activity. Involved in axon development; proteolysis; and regulation of metallopeptidase activity. Acts upstream of or within negative regulation of endothelial cell migration; negative regulation of protein ubiquitination; and protein secretion. Located in apical part of cell. [provided by Alliance of Genome Resources, Apr 2022]"
"139","2149","F2R","coagulation factor II thrombin receptor","5","5q13.3","Homo sapiens","human","Coagulation factor II receptor is a 7-transmembrane receptor involved in the regulation of thrombotic response. Proteolytic cleavage leads to the activation of the receptor. F2R is a G-protein coupled receptor family member. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Aug 2015]"
"140","9603","NFE2L3","NFE2 like bZIP transcription factor 3","7","7p15.2","Homo sapiens","human","This gene encodes a member of the cap 'n' collar basic-region leucine zipper family of transcription factors. The encoded protein heterodimerizes with small musculoaponeurotic fibrosarcoma factors to bind antioxidant response elements in target genes. This protein is a membrane bound glycoprotein that is targeted to the endoplasmic reticulum and the nuclear envelope. Pseudogenes of this gene are found on chromosomes 16, 17, and 18. [provided by RefSeq, Mar 2009]"
"141","10063","COX17","cytochrome c oxidase copper chaperone COX17","3","3q13.33","Homo sapiens","human","Cytochrome c oxidase (COX), the terminal component of the mitochondrial respiratory chain, catalyzes the electron transfer from reduced cytochrome c to oxygen. This component is a heteromeric complex consisting of 3 catalytic subunits encoded by mitochondrial genes and multiple structural subunits encoded by nuclear genes. The mitochondrially-encoded subunits function in electron transfer, and the nuclear-encoded subunits may function in the regulation and assembly of the complex. This nuclear gene encodes a protein which is not a structural subunit, but may be involved in the recruitment of copper to mitochondria for incorporation into the COX apoenzyme. This protein shares 92% amino acid sequence identity with mouse and rat Cox17 proteins. This gene is no longer considered to be a candidate gene for COX deficiency. A pseudogene COX17P has been found on chromosome 13. [provided by RefSeq, Jul 2008]"
"142","57546","PDP2","pyruvate dehydrogenase phosphatase catalytic subunit 2","16","16q22.1","Homo sapiens","human","This gene is a mitochondrial protein that functions as a phosphatase and is involved in the enzymatic resetting of the pyruvate dehydrogenase complex. Alternative splicing results in multiple transcript variants encoding the same protein. [provided by RefSeq, Aug 2016]"
"143","9314","KLF4","KLF transcription factor 4","9","9q31.2","Homo sapiens","human","This gene encodes a protein that belongs to the Kruppel family of transcription factors. The encoded zinc finger protein is required for normal development of the barrier function of skin. The encoded protein is thought to control the G1-to-S transition of the cell cycle following DNA damage by mediating the tumor suppressor gene p53. Mice lacking this gene have a normal appearance but lose weight rapidly, and die shortly after birth due to fluid evaporation resulting from compromised epidermal barrier function. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Sep 2015]"
"144","1809","DPYSL3","dihydropyrimidinase like 3","5","5q32","Homo sapiens","human","Enables filamin binding activity. Predicted to be involved in several processes, including actin filament organization; regulation of plasma membrane bounded cell projection organization; and response to axon injury. Predicted to act upstream of or within nervous system development. Predicted to be located in several cellular components, including cell body; growth cone; and lamellipodium. Predicted to be part of filamentous actin. Predicted to be active in synapse. Predicted to colocalize with exocytic vesicle. [provided by Alliance of Genome Resources, Apr 2022]"
"145","100289098","LINC03011","long intergenic non-protein coding RNA 3011","7","7q11.21","Homo sapiens","human",""
"146","1102","RCBTB2","RCC1 and BTB domain containing protein 2","13","13q14.2","Homo sapiens","human","This gene encodes a protein containing two C-terminal BTB/POZ domains that is related to regulator of chromosome condensation (RCC). The encoded protein may act as a guanine nucleotide exchange factor. This gene is observed to be lost or underexpressed in prostate cancers. There is a pseudogene of this gene on chromosome 10. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Nov 2013]"
"147","1026","CDKN1A","cyclin dependent kinase inhibitor 1A","6","6p21.2","Homo sapiens","human","This gene encodes a potent cyclin-dependent kinase inhibitor. The encoded protein binds to and inhibits the activity of cyclin-cyclin-dependent kinase2 or -cyclin-dependent kinase4 complexes, and thus functions as a regulator of cell cycle progression at G1. The expression of this gene is tightly controlled by the tumor suppressor protein p53, through which this protein mediates the p53-dependent cell cycle G1 phase arrest in response to a variety of stress stimuli. This protein can interact with proliferating cell nuclear antigen, a DNA polymerase accessory factor, and plays a regulatory role in S phase DNA replication and DNA damage repair. This protein was reported to be specifically cleaved by CASP3-like caspases, which thus leads to a dramatic activation of cyclin-dependent kinase2, and may be instrumental in the execution of apoptosis following caspase activation. Mice that lack this gene have the ability to regenerate damaged or missing tissue. Multiple alternatively spliced variants have been found for this gene. [provided by RefSeq, Sep 2015]"
"148","9828","ARHGEF17","Rho guanine nucleotide exchange factor 17","11","11q13.4","Homo sapiens","human","Enables guanyl-nucleotide exchange factor activity. Acts upstream of or within actin cytoskeleton organization. Predicted to be located in cytosol. [provided by Alliance of Genome Resources, Apr 2022]"
"149","10397","NDRG1","N-myc downstream regulated 1","8","8q24.22","Homo sapiens","human","This gene is a member of the N-myc downregulated gene family which belongs to the alpha/beta hydrolase superfamily. The protein encoded by this gene is a cytoplasmic protein involved in stress responses, hormone responses, cell growth, and differentiation. The encoded protein is necessary for p53-mediated caspase activation and apoptosis. Mutations in this gene are a cause of Charcot-Marie-Tooth disease type 4D, and expression of this gene may be a prognostic indicator for several types of cancer. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene. [provided by RefSeq, May 2012]"
"150","125988","MICOS13","mitochondrial contact site and cristae organizing system subunit 13","19","19p13.3","Homo sapiens","human","Involved in cristae formation. Located in mitochondrial crista junction and nucleoplasm. Part of MICOS complex. Implicated in combined oxidative phosphorylation deficiency 37. [provided by Alliance of Genome Resources, Apr 2022]"
"151","8642","DCHS1","dachsous cadherin-related 1","11","11p15.4","Homo sapiens","human","This gene is a member of the cadherin superfamily whose members encode calcium-dependent cell-cell adhesion molecules. The encoded protein has a signal peptide, 27 cadherin repeat domains and a unique cytoplasmic region. This particular cadherin family member is expressed in fibroblasts but not in melanocytes or keratinocytes. The cell-cell adhesion of fibroblasts is thought to be necessary for wound healing. [provided by RefSeq, Jul 2008]"
"152","387640","SKIDA1","SKI/DACH domain containing 1","10","10p12.31","Homo sapiens","human",""
"153","8829","NRP1","neuropilin 1","10","10p11.22","Homo sapiens","human","This gene encodes one of two neuropilins, which contain specific protein domains which allow them to participate in several different types of signaling pathways that control cell migration. Neuropilins contain a large N-terminal extracellular domain, made up of complement-binding, coagulation factor V/VIII, and meprin domains. These proteins also contains a short membrane-spanning domain and a small cytoplasmic domain. Neuropilins bind many ligands and various types of co-receptors; they affect cell survival, migration, and attraction. Some of the ligands and co-receptors bound by neuropilins are vascular endothelial growth factor (VEGF) and semaphorin family members. This protein has also been determined to act as a co-receptor for SARS-CoV-2 (which causes COVID-19) to infect host cells. [provided by RefSeq, Nov 2020]"
"154","23677","SH3BP4","SH3 domain binding protein 4","2","2q37.2","Homo sapiens","human","This gene encodes a protein with 3 Asn-Pro-Phe (NPF) motifs, an SH3 domain, a PXXP motif, a bipartite nuclear targeting signal, and a tyrosine phosphorylation site. This protein is involved in cargo-specific control of clathrin-mediated endocytosis, specifically controlling the internalization of a specific protein receptor. [provided by RefSeq, Jul 2008]"
"155","7018","TF","transferrin","3","3q22.1","Homo sapiens","human","This gene encodes a glycoprotein with an approximate molecular weight of 76.5 kDa. It is thought to have been created as a result of an ancient gene duplication event that led to generation of homologous C and N-terminal domains each of which binds one ion of ferric iron. The function of this protein is to transport iron from the intestine, reticuloendothelial system, and liver parenchymal cells to all proliferating cells in the body. This protein may also have a physiologic role as granulocyte/pollen-binding protein (GPBP) involved in the removal of certain organic matter and allergens from serum. [provided by RefSeq, Sep 2009]"
"156","645","BLVRB","biliverdin reductase B","19","19q13.2","Homo sapiens","human","Enables biliverdin reductase (NAD(P)+) activity and riboflavin reductase (NADPH) activity. Involved in heme catabolic process. Located in cytosol; nucleoplasm; and plasma membrane. [provided by Alliance of Genome Resources, Apr 2022]"
"157","101927597","NCK1-DT","NCK1 divergent transcript","3","3q22.3","Homo sapiens","human",""
"158","4430","MYO1B","myosin IB","2","2q32.3","Homo sapiens","human","Enables ATP binding activity; actin filament binding activity; and microfilament motor activity. Involved in actin filament organization and post-Golgi vesicle-mediated transport. Located in several cellular components, including actin filament; endosome; and perinuclear region of cytoplasm. Colocalizes with trans-Golgi network membrane. [provided by Alliance of Genome Resources, Apr 2022]"
"159","1652","DDT","D-dopachrome tautomerase","22","22q11.23","Homo sapiens","human","D-dopachrome tautomerase converts D-dopachrome into 5,6-dihydroxyindole. The DDT gene is related to the migration inhibitory factor (MIF) in terms of sequence, enzyme activity, and gene structure. DDT and MIF are closely linked on chromosome 22. [provided by RefSeq, Jul 2008]"
"160","7414","VCL","vinculin","10","10q22.2","Homo sapiens","human","Vinculin is a cytoskeletal protein associated with cell-cell and cell-matrix junctions, where it is thought to function as one of several interacting proteins involved in anchoring F-actin to the membrane. Defects in VCL are the cause of cardiomyopathy dilated type 1W. Dilated cardiomyopathy is a disorder characterized by ventricular dilation and impaired systolic function, resulting in congestive heart failure and arrhythmia. Multiple alternatively spliced transcript variants have been found for this gene, but the biological validity of some variants has not been determined. [provided by RefSeq, Jul 2008]"
"161","54756","IL17RD","interleukin 17 receptor D","3","3p14.3","Homo sapiens","human","This gene encodes a membrane protein belonging to the interleukin-17 receptor (IL-17R) protein family. The encoded protein is a component of the interleukin-17 receptor signaling complex, and the interaction between this protein and IL-17R does not require the interleukin. The gene product also affects fibroblast growth factor signaling, inhibiting or stimulating growth through MAPK/ERK signaling. Alternate splicing generates multiple transcript variants encoding distinct isoforms. [provided by RefSeq, Jan 2016]"
"162","1002","CDH4","cadherin 4","20","20q13.33","Homo sapiens","human","This gene is a classical cadherin from the cadherin superfamily. The encoded protein is a calcium-dependent cell-cell adhesion glycoprotein comprised of five extracellular cadherin repeats, a transmembrane region and a highly conserved cytoplasmic tail. Based on studies in chicken and mouse, this cadherin is thought to play an important role during brain segmentation and neuronal outgrowth. In addition, a role in kidney and muscle development is indicated. Of particular interest are studies showing stable cis-heterodimers of cadherins 2 and 4 in cotransfected cell lines. Previously thought to interact in an exclusively homophilic manner, this is the first evidence of cadherin heterodimerization. Three transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Nov 2011]"
"163","8601","RGS20","regulator of G protein signaling 20","8","8q11.23","Homo sapiens","human","The protein encoded by this gene belongs to the family of regulator of G protein signaling (RGS) proteins, which are regulatory and structural components of G protein-coupled receptor complexes. RGS proteins inhibit signal transduction by increasing the GTPase activity of G protein alpha subunits, thereby driving them into their inactive GDP-bound forms. This protein selectively binds to G(z)-alpha and G(alpha)-i2 subunits, and regulates their signaling activities. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Sep 2011]"
"164","793","CALB1","calbindin 1","8","8q21.3","Homo sapiens","human","The protein encoded by this gene is a member of the calcium-binding protein superfamily that includes calmodulin and troponin C. Originally described as a 27 kDa protein, it is now known to be a 28 kDa protein. It contains four active calcium-binding domains, and has two modified domains that are thought to have lost their calcium binding capability. This protein is thought to buffer entry of calcium upon stimulation of glutamate receptors. Depletion of this protein was noted in patients with Huntington disease. [provided by RefSeq, Jan 2015]"
"165","9388","LIPG","lipase G, endothelial type","18","18q21.1","Homo sapiens","human","The protein encoded by this gene has substantial phospholipase activity and may be involved in lipoprotein metabolism and vascular biology. This protein is designated a member of the TG lipase family by its sequence and characteristic lid region which provides substrate specificity for enzymes of the TG lipase family. [provided by RefSeq, Jul 2008]"
"166","283131","NEAT1","nuclear paraspeckle assembly transcript 1","11","11q13.1","Homo sapiens","human","This gene produces a long non-coding RNA (lncRNA) transcribed from the multiple endocrine neoplasia locus. This lncRNA is retained in the nucleus where it forms the core structural component of the paraspeckle sub-organelles. It may act as a transcriptional regulator for numerous genes, including some genes involved in cancer progression. [provided by RefSeq, Mar 2015]"
"167","55714","TENM3","teneurin transmembrane protein 3","4","4q34.3-q35.1","Homo sapiens","human","This gene encodes a member of the teneurin transmembrane protein family. The encoded protein may be involved in the regulation of neuronal development including development of the visual pathway. Mutations in this gene have been associated with microphthalmia and developmental dysplasia of the hip. [provided by RefSeq, Jan 2023]"
"168","121551","ABTB3","ankyrin repeat and BTB domain containing 3","12","12q23.3","Homo sapiens","human","Predicted to enable protein heterodimerization activity. Predicted to be involved in SMAD protein signal transduction. Predicted to be integral component of membrane. [provided by Alliance of Genome Resources, Apr 2022]"
"169","7349","UCN","urocortin","2","2p23.3","Homo sapiens","human","This gene encodes a member of the sauvagine/corticotropin-releasing factor/urotensin I family. The encoded preproprotein is proteolytically processed to generate the mature peptide, an endogenous ligand for both corticotropin-releasing factor receptor 1 and corticotropin-releasing factor receptor 2. In the brain this peptide may be responsible for the effects of stress on appetite. This peptide may also play a role in mood disorders, neurodegeneration, and skeletal system disorders. In spite of the gene family name similarity, the product of this gene has no sequence similarity to urotensin-2. [provided by RefSeq, Feb 2016]"
"170","54212","SNTG1","syntrophin gamma 1","8","8q11.21","Homo sapiens","human","The protein encoded by this gene is a member of the syntrophin family. Syntrophins are cytoplasmic peripheral membrane proteins that typically contain 2 pleckstrin homology (PH) domains, a PDZ domain that bisects the first PH domain, and a C-terminal domain that mediates dystrophin binding. This family member plays a role in mediating gamma-enolase trafficking to the plasma membrane and in enhancing its neurotrophic activity. Mutations in this gene are associated with idiopathic scoliosis. Alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Mar 2016]"
"171","79630","C1orf54","chromosome 1 open reading frame 54","1","1q21.2","Homo sapiens","human","Predicted to be located in extracellular region. [provided by Alliance of Genome Resources, Apr 2022]"
"172","5064","PALM","paralemmin","19","19p13.3","Homo sapiens","human","This gene encodes a member of the paralemmin protein family. The product of this gene is a prenylated and palmitoylated phosphoprotein that associates with the cytoplasmic face of plasma membranes and is implicated in plasma membrane dynamics in neurons and other cell types. Several alternatively spliced transcript variants have been identified, but the full-length nature of only two transcript variants has been determined. [provided by RefSeq, Jul 2008]"
"173","81849","ST6GALNAC5","ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5","1","1p31.1","Homo sapiens","human","The protein encoded by this gene is a Golgi type II transmembrane glycosyltransferase. The encoded protein catalyzes the transfer of sialic acid to cell surface proteins to modulate cell-cell interactions. Several transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Feb 2016]"
"174","8537","BCAS1","brain enriched myelin associated protein 1","20","20q13.2","Homo sapiens","human","This gene resides in a region at 20q13 which is amplified in a variety of tumor types and associated with more aggressive tumor phenotypes. Among the genes identified from this region, it was found to be highly expressed in three amplified breast cancer cell lines and in one breast tumor without amplification at 20q13.2. However, this gene is not in the common region of maximal amplification and its expression was not detected in the breast cancer cell line MCF7, in which this region is highly amplified. Although not consistently expressed, this gene is a candidate oncogene. [provided by RefSeq, Apr 2016]"
"175","965","CD58","CD58 molecule","1","1p13.1","Homo sapiens","human","This gene encodes a member of the immunoglobulin superfamily. The encoded protein is a ligand of the T lymphocyte CD2 protein, and functions in adhesion and activation of T lymphocytes. The protein is localized to the plasma membrane. Alternatively spliced transcript variants have been described. [provided by RefSeq, Jan 2009]"
"176","8612","PLPP2","phospholipid phosphatase 2","19","19p13.3","Homo sapiens","human","The protein encoded by this gene is a member of the phosphatidic acid phosphatase (PAP) family. PAPs convert phosphatidic acid to diacylglycerol, and function in de novo synthesis of glycerolipids as well as in receptor-activated signal transduction mediated by phospholipase D. This protein is similar to phosphatidic acid phosphatase type 2A (PPAP2A) and type 2B (PPAP2B). All three proteins contain 6 transmembrane regions, and a consensus N-glycosylation site. This protein has been shown to possess membrane associated PAP activity. Three alternatively spliced transcript variants encoding distinct isoforms have been reported. [provided by RefSeq, Jul 2008]"
"177","339229","OXLD1","oxidoreductase like domain containing 1","17","17q25.3","Homo sapiens","human",""
"178","80313","LRRC27","leucine rich repeat containing 27","10","10q26.3","Homo sapiens","human",""
"179","94241","TP53INP1","tumor protein p53 inducible nuclear protein 1","8","8q22.1","Homo sapiens","human","Predicted to enable antioxidant activity. Involved in autophagic cell death; positive regulation of autophagy; and positive regulation of transcription, DNA-templated. Located in autophagosome; cytosol; and nucleus. [provided by Alliance of Genome Resources, Apr 2022]"
"180","22882","ZHX2","zinc fingers and homeoboxes 2","8","8q24.13","Homo sapiens","human","The members of the zinc fingers and homeoboxes gene family are nuclear homodimeric transcriptional repressors that interact with the A subunit of nuclear factor-Y (NF-YA) and contain two C2H2-type zinc fingers and five homeobox DNA-binding domains. This gene encodes member 2 of this gene family. In addition to forming homodimers, this protein heterodimerizes with member 1 of the zinc fingers and homeoboxes family. [provided by RefSeq, Jul 2008]"
"181","23646","PLD3","phospholipase D family member 3","19","19q13.2","Homo sapiens","human","This gene encodes a member of the phospholipase D (PLD) family of enzymes that catalyze the hydrolysis of membrane phospholipids. The encoded protein is a single-pass type II membrane protein and contains two PLD phosphodiesterase domains. This protein influences processing of amyloid-beta precursor protein. Mutations in this gene are associated with Alzheimer disease risk. Alternatively spliced transcript variants encoding the same protein have been found for this gene. [provided by RefSeq, Apr 2014]"
"182","57569","ARHGAP20","Rho GTPase activating protein 20","11","11q22.3-q23.1","Homo sapiens","human","The protein encoded by this gene is an activator of RHO-type GTPases, transducing a signal from RAP1 to RHO and impacting neurite outgrowth. [provided by RefSeq, Sep 2016]"
"183","729852","UMAD1","UBAP1-MVB12-associated (UMA) domain containing 1","7","7p21.3","Homo sapiens","human",""
"184","51491","NOP16","NOP16 nucleolar protein","5","5q35.2","Homo sapiens","human","This gene encodes a protein that is localized to the nucleolus. Expression of this gene is induced by estrogens and Myc protein and is a marker of poor patient survival in breast cancer. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Dec 2015]"
"185","3157","HMGCS1","3-hydroxy-3-methylglutaryl-CoA synthase 1","5","5p12","Homo sapiens","human","Enables protein homodimerization activity. Predicted to be involved in acetyl-CoA metabolic process and farnesyl diphosphate biosynthetic process, mevalonate pathway. Predicted to be located in cytoplasm. Predicted to be active in cytosol. [provided by Alliance of Genome Resources, Apr 2022]"
"186","89792","GAL3ST3","galactose-3-O-sulfotransferase 3","11","11q13.1","Homo sapiens","human","This gene encodes a member of the galactose-3-O-sulfotransferase protein family. The product of this gene catalyzes sulfonation by transferring a sulfate group to the 3' position of galactose in N-acetyllactosamine in both type 2 (Gal-beta-1-4GlcNAc-R) oligosaccharides and core-2-branched O-glycans, but not on type 1 or core-1-branched structures. This gene, which has also been referred to as GAL3ST2, is different from the GAL3ST2 gene located on chromosome 2 that encodes a related enzyme with distinct tissue distribution and substrate specificities, compared to galactose-3-O-sulfotransferase 3. [provided by RefSeq, Jul 2008]"
"187","80704","SLC19A3","solute carrier family 19 member 3","2","2q36.3","Homo sapiens","human","This gene encodes a ubiquitously expressed transmembrane thiamine transporter that lacks folate transport activity. Mutations in this gene cause biotin-responsive basal ganglia disease (BBGD); a recessive disorder manifested in childhood that progresses to chronic encephalopathy, dystonia, quadriparesis, and death if untreated. Patients with BBGD have bilateral necrosis in the head of the caudate nucleus and in the putamen. Administration of high doses of biotin in the early progression of the disorder eliminates pathological symptoms while delayed treatment results in residual paraparesis, mild cognitive disability, or dystonia. Administration of thiamine is ineffective in the treatment of this disorder. Experiments have failed to show that this protein can transport biotin. Mutations in this gene also cause a Wernicke's-like encephalopathy.[provided by RefSeq, Jan 2010]"
"188","23220","DTX4","deltex E3 ubiquitin ligase 4","11","11q12.1","Homo sapiens","human","Predicted to enable ubiquitin protein ligase activity. Predicted to be involved in Notch signaling pathway and protein ubiquitination. Predicted to be located in cytosol. Predicted to be active in nucleoplasm. [provided by Alliance of Genome Resources, Apr 2022]"
"189","6616","SNAP25","synaptosome associated protein 25","20","20p12.2","Homo sapiens","human","Synaptic vesicle membrane docking and fusion is mediated by SNAREs (soluble N-ethylmaleimide-sensitive factor attachment protein receptors) located on the vesicle membrane (v-SNAREs) and the target membrane (t-SNAREs). The assembled v-SNARE/t-SNARE complex consists of a bundle of four helices, one of which is supplied by v-SNARE and the other three by t-SNARE. For t-SNAREs on the plasma membrane, the protein syntaxin supplies one helix and the protein encoded by this gene contributes the other two. Therefore, this gene product is a presynaptic plasma membrane protein involved in the regulation of neurotransmitter release. Two alternative transcript variants encoding different protein isoforms have been described for this gene. [provided by RefSeq, Jul 2008]"
"190","6876","TAGLN","transgelin","11","11q23.3","Homo sapiens","human","This gene encodes a shape change and transformation sensitive actin-binding protein which belongs to the calponin family. It is ubiquitously expressed in vascular and visceral smooth muscle, and is an early marker of smooth muscle differentiation. The encoded protein is thought to be involved in calcium-independent smooth muscle contraction. It acts as a tumor suppressor, and the loss of its expression is an early event in cell transformation and the development of some tumors, coinciding with cellular plasticity. The encoded protein has a domain architecture consisting of an N-terminal calponin homology (CH) domain and a C-terminal calponin-like (CLIK) domain. Mice with a knockout of the orthologous gene are viable and fertile but their vascular smooth muscle cells exhibit alterations in the distribution of the actin filament and changes in cytoskeletal organization. [provided by RefSeq, Aug 2017]"
"191","4162","MCAM","melanoma cell adhesion molecule","11","11q23.3","Homo sapiens","human","Involved in glomerular filtration and vascular wound healing. Acts upstream of or within angiogenesis. Located in external side of plasma membrane. Biomarker of chronic obstructive pulmonary disease and uveal melanoma. [provided by Alliance of Genome Resources, Apr 2022]"
"192","5214","PFKP","phosphofructokinase, platelet","10","10p15.2","Homo sapiens","human","This gene encodes a member of the phosphofructokinase A protein family. The encoded enzyme is the platelet-specific isoform of phosphofructokinase and plays a key role in glycolysis regulation. This gene may play a role in metabolic reprogramming in some cancers, including clear cell renal cell carcinomas, and cancer of the bladder, breast, and lung. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Sep 2016]"
"193","56521","DNAJC12","DnaJ heat shock protein family (Hsp40) member C12","10","10q21.3","Homo sapiens","human","This gene encodes a member of a subclass of the HSP40/DnaJ protein family. Members of this family of proteins are associated with complex assembly, protein folding, and export. Two transcript variants encoding distinct isoforms have been identified for this gene. [provided by RefSeq, Jul 2008]"
"194","6663","SOX10","SRY-box transcription factor 10","22","22q13.1","Homo sapiens","human","This gene encodes a member of the SOX (SRY-related HMG-box) family of transcription factors involved in the regulation of embryonic development and in the determination of the cell fate. The encoded protein may act as a transcriptional activator after forming a protein complex with other proteins. This protein acts as a nucleocytoplasmic shuttle protein and is important for neural crest and peripheral nervous system development. Mutations in this gene are associated with Waardenburg-Shah and Waardenburg-Hirschsprung disease. [provided by RefSeq, Jul 2008]"
"195","91373","UAP1L1","UDP-N-acetylglucosamine pyrophosphorylase 1 like 1","9","9q34.3","Homo sapiens","human","Predicted to enable UDP-N-acetylglucosamine diphosphorylase activity. Predicted to be involved in UDP-N-acetylglucosamine biosynthetic process. [provided by Alliance of Genome Resources, Apr 2022]"
"196","8934","RAB29","RAB29, member RAS oncogene family","1","1q32.1","Homo sapiens","human","Enables several functions, including dynein complex binding activity; guanyl ribonucleotide binding activity; and kinesin binding activity. Involved in several processes, including positive regulation of T cell receptor signaling pathway; positive regulation of receptor recycling; and toxin transport. Located in several cellular components, including Golgi apparatus; endosome; and vacuole. [provided by Alliance of Genome Resources, Apr 2022]"
"197","55568","GALNT10","polypeptide N-acetylgalactosaminyltransferase 10","5","5q33.2","Homo sapiens","human","This gene encodes a member of the GalNAc polypeptide N-acetylgalactosaminyltransferases. These enzymes catalyze the first step in the synthesis of mucin-type oligosaccharides. These proteins transfer GalNAc from UDP-GalNAc to either serine or threonine residues of polypeptide acceptors. The protein encoded by this locus may have increased catalytic activity toward glycosylated peptides compared to activity toward non-glycosylated peptides.[provided by RefSeq, Apr 2010]"
"198","10650","PRELID3A","PRELI domain containing 3A","18","18p11.21","Homo sapiens","human","Enables phosphatidic acid transfer activity. Involved in phospholipid transport. Predicted to be active in mitochondrial intermembrane space. [provided by Alliance of Genome Resources, Apr 2022]"
"199","205251","MTLN","mitoregulin","2","2q13","Homo sapiens","human","Involved in several processes, including fatty acid beta-oxidation; positive regulation of mitochondrial membrane potential; and triglyceride homeostasis. Located in mitochondrion. [provided by Alliance of Genome Resources, Apr 2022]"
"200","8908","GYG2","glycogenin 2","X","Xp22.33","Homo sapiens","human","This gene encodes a member of the the glycogenin family. Glycogenin is a self-glucosylating protein involved in the initiation reactions of glycogen biosynthesis. A gene on chromosome 3 encodes the muscle glycogenin and this X-linked gene encodes the glycogenin mainly present in liver; both are involved in blood glucose homeostasis. This gene has a short version on chromosome Y, which is 3' truncated and can not make a functional protein. Multiple alternatively spliced transcript variants encoding different isoforms have been identified.[provided by RefSeq, May 2010]"
"201","54438","GFOD1","Gfo/Idh/MocA-like oxidoreductase domain containing 1","6","6p24.1-p23","Homo sapiens","human","Predicted to enable nucleotide binding activity and oxidoreductase activity. Predicted to be located in extracellular region. [provided by Alliance of Genome Resources, Apr 2022]"
